Track,Artist,Album,URL,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Legend,Tevvez,Phantom,https://open.spotify.com/track/05EG9LwFCVjkoYEWzsrHHO,hardstyle,0.294,0.707,-5.418,0.0389,0.0408,0.106,0.0705,0.0395,149.94
BANGARANG,KILLEDDY,BANGARANG,https://open.spotify.com/track/2UEXRIn2kKNQ89cLTGElhI,hardstyle,0.557,0.939,-5.699,0.154,0.00345,0.406,0.735,0.569,145.023
Anadrol,Yosuf,Anadrol,https://open.spotify.com/track/6EXi0RWDxqvxDEHFbqR7XB,hardstyle,0.3,0.966,-3.671,0.102,0.00106,0.333,0.574,0.17,89.72
Wanna Play?,The Prophet,Wanna Play?,https://open.spotify.com/track/6iBL6TOzsO75Yz0cG1MO0o,hardstyle,0.569,0.996,-0.45,0.224,0.198,0.0114,0.707,0.461,100.02
LIGHTS,HARDSTYLE CVNT,LIGHTS,https://open.spotify.com/track/3VmezKvkt5Tl8ZrmQaFIV4,hardstyle,0.428,0.931,-4.51,0.0495,0.0103,0.000191,0.341,0.332,164.957
ННД,Tomorrow,ННД,https://open.spotify.com/track/3X412wnMLKyqctlRfhPa7Q,hardstyle,0.407,0.938,-3.263,0.0553,0.0339,0.00141,0.807,0.729,172.661
NO IDEA x TELL EM (sped up),Armut,NO IDEA x TELL EM (sped up),https://open.spotify.com/track/4AqWg0vGeg0YivSMqZKjv2,hardstyle,0.597,0.497,-11.685,0.172,0.304,0.00182,0.591,0.399,149.465
desire,Armut,desire,https://open.spotify.com/track/6svYXpnVwC7EjHw9dfcE0M,hardstyle,0.54,0.481,-10.146,0.0634,0.0687,0.68,0.0613,0.0382,125.133
SUMMER TIME SADNESS HARDSTYLE,SICK LEGEND,SUMMER TIME SADNESS HARDSTYLE,https://open.spotify.com/track/3P48rdupp9trbMA2J2Vsta,hardstyle,0.49,0.824,-6.326,0.158,0.0888,1.48e-05,0.363,0.32,166.837
Balls to the Wall,Accept,Balls To The Wall,https://open.spotify.com/track/2dbOYFfS7r7NAzquRvji9A,heavy-metal,0.544,0.739,-7.383,0.0517,0.00392,0.000143,0.168,0.328,118.287
Yggdrasil,Brothers of Metal,Prophecy of Ragnarök,https://open.spotify.com/track/3V417nSM4Ilh0Tt5CqustV,heavy-metal,0.469,0.743,-5.57,0.0272,0.00222,0.000111,0.276,0.481,86.953
Ride of the Valkyries,Brothers of Metal,Emblas Saga,https://open.spotify.com/track/1npDycvcBm6bTnaajiTv3X,heavy-metal,0.492,0.955,-6.289,0.0775,4.34e-05,8.7e-05,0.395,0.386,144.974
Prophecy of Ragnarök,Brothers of Metal,Prophecy of Ragnarök,https://open.spotify.com/track/4kpWVGdFjBSoCkIcHVlTqn,heavy-metal,0.548,0.878,-5.758,0.0449,7.29e-05,0.0395,0.424,0.137,135.052
Die By The Blade,Beast In Black,From Hell With Love,https://open.spotify.com/track/53h1ZSLWi8hVWF9DWKNXVh,heavy-metal,0.552,0.864,-6.523,0.0375,0.000931,0.0199,0.0856,0.898,140.986
Powersnake,Brothers of Metal,Emblas Saga,https://open.spotify.com/track/6FUXgvzbMrMCzAuYGIiGIl,heavy-metal,0.468,0.803,-6.653,0.0894,0.00241,0.0,0.453,0.409,87.38
Sweet True Lies,Beast In Black,From Hell With Love,https://open.spotify.com/track/2cyJkqB2OYHwWWvKGtrJ0r,heavy-metal,0.466,0.912,-5.141,0.0466,7.75e-05,0.00294,0.284,0.661,136.035
One Night In Tokyo,Beast In Black,Dark Connection,https://open.spotify.com/track/2TZtQt10Ajm3wB4MoqluZj,heavy-metal,0.469,0.977,-5.458,0.0558,1.25e-05,0.691,0.045,0.727,127.971
Cry Out For A Hero,Beast In Black,From Hell With Love,https://open.spotify.com/track/5AC6aY9RpZDmOIpDy75n3U,heavy-metal,0.443,0.972,-5.367,0.0715,1.77e-05,0.318,0.334,0.408,91.074
From Hell With Love,Beast In Black,From Hell With Love,https://open.spotify.com/track/3iKSyNDGzJ3FcjXoDKqehS,heavy-metal,0.502,0.9,-5.655,0.0482,0.000104,0.00212,0.161,0.552,120.066
fukumean,Gunna,a Gift & a Curse,https://open.spotify.com/track/4rXLjWdF2ZZpXCVTfWcshS,hip-hop,0.847,0.622,-6.747,0.0903,0.119,0.0,0.285,0.22,130.001
IDGAF (feat. Yeat),Drake,For All The Dogs,https://open.spotify.com/track/2YSzYUF3jWqb9YP9VXmpjE,hip-hop,0.663,0.67,-8.399,0.271,0.0464,8.92e-05,0.205,0.138,136.952
First Person Shooter (feat. J. Cole),Drake,For All The Dogs,https://open.spotify.com/track/7aqfrAY2p9BUSiupwk3svU,hip-hop,0.47,0.64,-7.779,0.32,0.0277,0.0,0.382,0.248,163.92
I KNOW ?,Travis Scott,UTOPIA,https://open.spotify.com/track/6wsqVwoiVH2kde4k4KKAFU,hip-hop,0.927,0.619,-4.441,0.0539,0.0186,0.0,0.104,0.817,117.995
No Role Modelz,J. Cole,2014 Forest Hills Drive,https://open.spotify.com/track/68Dni7IE4VyPkTOH9mRWHr,hip-hop,0.69,0.521,-8.492,0.339,0.324,0.0,0.0534,0.494,100.028
See You Again (feat. Kali Uchis),"Tyler, The Creator",Flower Boy,https://open.spotify.com/track/7KA4W4McWYRpgf0fWsJZWB,hip-hop,0.558,0.559,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,78.558
MELTDOWN (feat. Drake),Travis Scott,UTOPIA,https://open.spotify.com/track/67nepsnrcZkowTxMWigSbb,hip-hop,0.557,0.774,-5.275,0.351,0.012,0.0,0.396,0.397,111.975
Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",https://open.spotify.com/track/3F5CgOj3wFlRv51JsHbxhe,hip-hop,0.529,0.673,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921
TELEKINESIS (feat. SZA & Future),Travis Scott,UTOPIA,https://open.spotify.com/track/1i9lZvlaDdWDPyXEE95aiq,hip-hop,0.458,0.535,-4.854,0.0281,0.575,0.0,0.168,0.216,82.826
Slime You Out (feat. SZA),Drake,Slime You Out,https://open.spotify.com/track/3RaCGXCiiMufRPoexXxGkV,hip-hop,0.483,0.408,-9.243,0.0502,0.508,0.0,0.259,0.105,88.88
He Stopped Loving Her Today,George Jones,I Am What I Am (Expanded Edition),https://open.spotify.com/track/1q0wCfrE9eGFMzS2g8aVnx,honky-tonk,0.351,0.21,-14.838,0.0334,0.76,0.000138,0.29,0.394,144.25
The One I Loved Back Then (The Corvette Song),George Jones,Who's Gonna Fill Their Shoes,https://open.spotify.com/track/0RbaD2rw0HmpfflXFH9DKu,honky-tonk,0.644,0.468,-11.824,0.0953,0.517,0.0,0.162,0.959,159.498
The Race Is On,George Jones,I Get Lonely In A Hurry,https://open.spotify.com/track/2LyRC7gfWFJd6JI5i8fTJe,honky-tonk,0.428,0.701,-7.73,0.0658,0.247,0.0,0.154,0.918,170.419
"Hey, Good Lookin'",Hank Williams,Memorial Album (Expanded Edition),https://open.spotify.com/track/0deAIqyKFFw55JDMGWTcdA,honky-tonk,0.777,0.36,-9.966,0.0401,0.805,0.0,0.0756,0.887,140.962
Jambalaya (On The Bayou),Hank Williams,Honky Tonkin (Expanded Undubbed Edition),https://open.spotify.com/track/5gbm0aNo7eXNuOEkQi5m9B,honky-tonk,0.504,0.298,-10.719,0.0345,0.725,0.0,0.0693,0.884,164.084
I'm So Lonesome I Could Cry,Hank Williams,Moanin' The Blues (Expanded Edition),https://open.spotify.com/track/0hveAq1VSNWo9MQYGMHvFF,honky-tonk,0.678,0.218,-13.084,0.0288,0.874,0.000697,0.125,0.652,110.964
He Stopped Loving Her Today,George Jones,George Jones - 16 Biggest Hits,https://open.spotify.com/track/4BcrWCZPXuoGU0SnAsJW1s,honky-tonk,0.333,0.232,-14.605,0.0366,0.785,0.000548,0.252,0.398,144.788
He Stopped Loving Her Today,George Jones,Super Hits,https://open.spotify.com/track/6qMgx8ys4MNNxypaIvbG0i,honky-tonk,0.43,0.173,-18.597,0.0321,0.594,0.000111,0.224,0.365,72.103
If Drinkin' Don't Kill Me (Her Memory Will),George Jones,I Am What I Am (Expanded Edition),https://open.spotify.com/track/1Eu8T7TxbcrlZ1oE8Eccxd,honky-tonk,0.607,0.32,-13.036,0.03,0.582,0.0,0.168,0.234,89.78
Who's Gonna Fill Their Shoes,George Jones,Super Hits,https://open.spotify.com/track/4wDpjRQOvOHXE9AtNWpdVQ,honky-tonk,0.441,0.262,-13.435,0.0301,0.672,0.0,0.133,0.317,138.327
I KNOW ?,Travis Scott,UTOPIA,https://open.spotify.com/track/6wsqVwoiVH2kde4k4KKAFU,house,0.927,0.619,-4.441,0.0539,0.0186,0.0,0.104,0.817,117.995
MELTDOWN (feat. Drake),Travis Scott,UTOPIA,https://open.spotify.com/track/67nepsnrcZkowTxMWigSbb,house,0.557,0.774,-5.275,0.351,0.012,0.0,0.396,0.397,111.975
FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,https://open.spotify.com/track/42VsgItocQwOQC3XWZ8JNA,house,0.569,0.882,-2.777,0.06,0.0316,0.0,0.142,0.201,148.038
TOPIA TWINS (feat. Rob49 & 21 Savage),Travis Scott,UTOPIA,https://open.spotify.com/track/0lodMO0qK83vfPiiD7FMEt,house,0.715,0.567,-4.481,0.0865,0.06,0.0,0.0655,0.332,160.098
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,house,0.841,0.728,-3.37,0.0484,0.0847,0.0,0.149,0.43,130.049
Heartless (feat. Morgan Wallen),Diplo,Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil,https://open.spotify.com/track/3FU6urUVsgXa6RBuV2PdRk,house,0.765,0.556,-6.417,0.0512,0.275,0.0,0.0824,0.274,111.033
SICKO MODE,Travis Scott,ASTROWORLD,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,house,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008
K-POP,Travis Scott,K-POP,https://open.spotify.com/track/5L3ecxQnQ9qTBmnLQiwf0C,house,0.814,0.618,-5.614,0.0619,0.0386,3.34e-06,0.671,0.535,121.075
THANK GOD,Travis Scott,UTOPIA,https://open.spotify.com/track/1PH2MDbcBAU094DlgTIND1,house,0.657,0.553,-7.08,0.0394,0.254,0.0,0.129,0.576,134.925
(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana [Edit],https://open.spotify.com/track/23RoR84KodL5HWvUTneQ1w,house,0.671,0.876,-5.681,0.0352,0.12,0.188,0.0823,0.964,129.998
Test & Recognise - Flume Re-work,Seekae,Test & Recognise (Remixes),https://open.spotify.com/track/24BYTj1tb5ovZcnIbtdTYD,idm,0.544,0.579,-8.52,0.0712,0.193,1.43e-05,0.117,0.294,109.769
Every High,Kyson,Every High,https://open.spotify.com/track/7kzz52nsw2wy0LPQ84ynHE,idm,0.702,0.372,-12.298,0.0478,0.629,0.0114,0.0972,0.189,114.077
Trad Velecido,Casino Versus Japan,Whole Numbers Play the Basics,https://open.spotify.com/track/2DoXFrKYIup384UYpd5LBn,idm,0.286,0.118,-25.684,0.0579,0.99,0.963,0.102,0.476,144.541
Memory Arc,Rival Consoles,Persona,https://open.spotify.com/track/0SDh7AAKlUSzzzXfuB1aVw,idm,0.126,0.204,-21.014,0.0381,0.811,0.834,0.091,0.0393,79.158
Every High - Young & Sick in-Flight Remix,Kyson,Every High (The Remixes),https://open.spotify.com/track/4riVJ8dOg2QpIp3rdFh8kq,idm,0.766,0.572,-10.182,0.0433,0.0202,0.0146,0.0554,0.231,119.952
Precipice,The Flashbulb,Piety of Ashes,https://open.spotify.com/track/4CHIJuqR1jLfzA72THSzUm,idm,0.467,0.369,-19.842,0.037,0.898,0.926,0.111,0.358,89.991
Thinking Of You Thinking Of Me,Bogdan Raczynski,Thinking Of You,https://open.spotify.com/track/7fZyvqMiAR2Mvuys7ehQPD,idm,0.427,0.306,-15.619,0.0331,0.958,0.944,0.153,0.177,88.062
Fragment,Rival Consoles,Persona,https://open.spotify.com/track/4G37OYV8HDnX01xdSyG2Ma,idm,0.607,0.39,-23.466,0.0551,0.967,0.97,0.11,0.393,127.001
The Possible Light,Casino Versus Japan,Whole Numbers Play the Basics,https://open.spotify.com/track/2biXRsrd4hLcXebr0IdJUI,idm,0.328,0.62,-9.787,0.0322,4.23e-06,0.209,0.754,0.257,80.062
Concept 1,Kodomo,Still Life,https://open.spotify.com/track/55bFnrLvc4tUvHVngYhMV3,idm,0.759,0.491,-8.352,0.0592,0.0726,0.772,0.0826,0.355,99.011
"Kanhaiya Twitter Pe Aaja (from ""The Great Indian Family"")",Pritam,Devotional Feels,https://open.spotify.com/track/1X0DSCAtriyNDpGRcE3wvM,indian,0.73,0.954,-4.485,0.147,0.0588,0.0,0.248,0.681,126.965
