Track,Artist,Album,URL,Genre,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Sweater Weather,The Neighbourhood,I Love You.,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,indie,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053
Lovers Rock,TV Girl,French Exit,https://open.spotify.com/track/6dBUzqjtbnIa1TwYbyw5CM,indie,0.559,0.871,-5.338,0.0397,7.53e-06,0.00545,0.096,0.572,104.97
Dial Drunk (with Post Malone),Noah Kahan,Dial Drunk (with Post Malone),https://open.spotify.com/track/22VHOlVYBqytsrAqV8yXBK,indie,0.667,0.613,-7.147,0.0313,0.121,0.0,0.113,0.681,112.046
Space Song,Beach House,Depression Cherry,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow,indie,0.508,0.792,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067
Not Allowed,TV Girl,Who Really Cares,https://open.spotify.com/track/3IznIgmXtrUaoPWpQTy5jB,indie,0.67,0.905,-6.855,0.129,0.669,0.000227,0.349,0.563,104.965
The Night We Met,Lord Huron,Strange Trails,https://open.spotify.com/track/0QZ5yyl6B6utIWkxeBDxQN,indie,0.545,0.366,-9.51,0.0378,0.969,0.267,0.641,0.1,86.997
Shut up My Moms Calling,Hotel Ugly,Shut up My Moms Calling,https://open.spotify.com/track/3hxIUxnT27p5WcmjGUXNwx,indie-pop,0.485,0.409,-10.711,0.101,0.325,0.0,0.103,0.376,138.419
Sweater Weather,The Neighbourhood,I Love You.,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,indie-pop,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053
we fell in love in october,girl in red,we fell in love in october / October Passed Me By,https://open.spotify.com/track/6IPwKM3fUUzlElbvKw2sKl,indie-pop,0.566,0.366,-12.808,0.028,0.113,0.181,0.155,0.237,129.96
Space Song,Beach House,Depression Cherry,https://open.spotify.com/track/7H0ya83CMmgFcOhw0UB6ow,indie-pop,0.508,0.792,-7.311,0.0297,0.229,0.124,0.145,0.601,147.067
Heat Waves,Glass Animals,Dreamland,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp,indie-pop,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
I Know You,Faye Webster,Faye Webster,https://open.spotify.com/track/71BWZa1liIRyUiuJ3MB66o,indie-pop,0.454,0.385,-12.849,0.0313,0.287,9.97e-05,0.0616,0.144,154.918
Show Me How,Men I Trust,Show Me How,https://open.spotify.com/track/01TyFEZu6mHbffsVfxgrFn,indie-pop,0.791,0.267,-11.997,0.0415,0.674,0.534,0.102,0.544,165.99
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,https://open.spotify.com/track/0yc6Gst2xkRu0eMLeRMGCX,indie-pop,0.37,0.467,-9.013,0.0273,0.0205,0.572,0.109,0.182,94.485
Jealous,Eyedress,Jealous,https://open.spotify.com/track/1aXV8GrmQLvgoFtBPERP7E,indie-pop,0.474,0.921,-10.431,0.0457,0.00491,0.85,0.476,0.696,93.01
ceilings,Lizzy McAlpine,five seconds flat,https://open.spotify.com/track/2L9N0zZnd37dwF0clgxMGI,indie-pop,0.516,0.322,-11.762,0.0292,0.473,0.00194,0.215,0.261,148.005
Dragula,Rob Zombie,Hellbilly Deluxe,https://open.spotify.com/track/6Nm8h73ycDG2saCnZV8poF,industrial,0.591,0.963,-6.489,0.0531,8.74e-05,0.000107,0.0781,0.609,125.03
Bodies,Drowning Pool,Sinner,https://open.spotify.com/track/7CpbhqKUedOIrcvc94p60Y,industrial,0.656,0.932,-3.405,0.0708,0.00347,0.00147,0.144,0.544,130.936
Living Dead Girl,Rob Zombie,Hellbilly Deluxe,https://open.spotify.com/track/10V8XpuyMoEcSMfM79WDET,industrial,0.518,0.948,-5.58,0.0683,0.00504,0.104,0.228,0.55,103.025
Closer,Nine Inch Nails,The Downward Spiral,https://open.spotify.com/track/2oDqmfa2g8W893LlwJG1qu,industrial,0.547,0.714,-8.628,0.044,0.000242,0.636,0.122,0.541,89.996
The Beautiful People,Marilyn Manson,Antichrist Superstar,https://open.spotify.com/track/2aIB1CdRRG7YLBu9hNw9nR,industrial,0.621,0.834,-10.068,0.0557,0.000779,0.456,0.0611,0.937,143.973
Happy?,Mudvayne,Lost and Found,https://open.spotify.com/track/0INUE1K7cEiE8VH63Rv5RJ,industrial,0.546,0.97,-2.661,0.097,0.000823,2.08e-05,0.275,0.383,100.065
Sonne,Rammstein,Mutter,https://open.spotify.com/track/4w3R0GZ2rScJMKlgPJzHRq,industrial,0.51,0.917,-4.806,0.0854,0.0054,0.000133,0.396,0.313,75.098
Superbeast,Rob Zombie,Hellbilly Deluxe,https://open.spotify.com/track/4eNnMvUrSu2TRpySjVC0Pv,industrial,0.518,0.975,-4.425,0.0575,0.000136,0.827,0.42,0.32,154.059
The Hand That Feeds,Nine Inch Nails,With Teeth,https://open.spotify.com/track/5ugzDiilhy6ILKmKfhEzd7,industrial,0.587,0.99,-4.496,0.0783,0.0172,0.000668,0.104,0.486,127.992
When Worlds Collide,Powerman 5000,Tonight The Stars Revolt,https://open.spotify.com/track/6aF5JtQSrh7wNrkDE9B0My,industrial,0.56,0.903,-4.77,0.0754,0.00132,0.0,0.291,0.581,143.821
Kani (Day),Porya Hatami,Kani + Remixes,https://open.spotify.com/track/1AN4ufCCVjezLyl6QBlFrq,iranian,0.101,0.103,-20.407,0.0449,0.97,0.93,0.0922,0.0334,83.575
Pomegranates,Porya Hatami,Phone to Logos,https://open.spotify.com/track/26p4guqZWBNsBSLTifE1Dy,iranian,0.221,0.1,-24.182,0.0462,0.97,0.74,0.361,0.0489,71.551
Kani (Day),Porya Hatami,Kani,https://open.spotify.com/track/5h5CZG6DA94wk4lkf0a3bc,iranian,0.154,0.104,-20.406,0.0424,0.97,0.931,0.0922,0.0337,69.55
Particle Storm,Alphaxone,Chronosphere,https://open.spotify.com/track/0wOcpPyQCirtTSWiLw8C7o,iranian,0.0694,0.0564,-28.602,0.0437,0.956,0.906,0.108,0.0346,78.287
Eat What You Kill,Confess,Eat What You Kill,https://open.spotify.com/track/6yz2HojEuzMLx1yJoMYVSH,iranian,0.419,0.95,-4.41,0.0847,0.000853,0.679,0.112,0.105,95.065
Divine Timing Is Intuitive,Saint Abdullah,Divine Timing Is Intuitive,https://open.spotify.com/track/2amzuNCxpoibW6DTUtUk2X,iranian,0.612,0.798,-12.643,0.0428,0.193,0.899,0.117,0.604,93.554
Fen,Porya Hatami,Shallow,https://open.spotify.com/track/0QQtzbrF9uxXLTXC16eJin,iranian,0.131,0.215,-16.922,0.0392,0.946,0.51,0.083,0.0324,73.216
Uninvaded Sleep,Alphaxone,Shadows of Forgotten Legends,https://open.spotify.com/track/0RdkUcYvE4rpe8FiHH6i2h,iranian,0.181,0.198,-24.105,0.049,0.788,0.81,0.305,0.0387,91.455
Dri:merz Path / Way,Crows in the Rain,Dri:m Wan; Därk Blü,https://open.spotify.com/track/2M4OCoJ5q4sYmItQ2YQcH8,iranian,0.3,0.338,-8.869,0.032,0.00833,0.724,0.103,0.0595,140.112
Shadow Constellation,Alphaxone,Beyond the Event Horizon,https://open.spotify.com/track/0xD4SLlW17asQhoBc6povg,iranian,0.0999,0.0908,-25.353,0.0409,0.993,0.971,0.0869,0.0329,90.071
TWIST & TURN (feat. Drake & PARTYNEXTDOOR),Popcaan,FIXTAPE,https://open.spotify.com/track/27g5G3TW90FSm3YxclYpAs,j-dance,0.571,0.747,-4.659,0.17,0.478,0.0,0.116,0.635,106.253
We Caa Done (feat. Drake),Popcaan,We Caa Done (feat. Drake),https://open.spotify.com/track/6rb3wFQ66EWR7DcPG0oEE1,j-dance,0.568,0.76,-6.455,0.275,0.0431,1.53e-05,0.18,0.481,100.042
Toast,Koffee,Rapture EP,https://open.spotify.com/track/7sd72KZS8D59g5NmhxyHpJ,j-dance,0.906,0.638,-7.917,0.256,0.0342,1.7e-05,0.0725,0.789,99.959
Go Down Deh (feat. Shaggy and Sean Paul),Spice,Go Down Deh (feat. Shaggy and Sean Paul),https://open.spotify.com/track/0VzBKgimNRMauaqzT2rEnS,j-dance,0.817,0.8,-4.475,0.108,0.12,3.9e-05,0.187,0.534,90.016
メフィスト,QUEEN BEE,メフィスト,https://open.spotify.com/track/45LUKiex0D78VuhP3Oz6mG,j-dance,0.531,0.731,-5.885,0.0522,0.0411,0.0,0.151,0.549,150.01
Girls Dem Sugar,Beenie Man,Art And Life,https://open.spotify.com/track/3j8EEMm9kbPLqByuaHmUmQ,j-dance,0.603,0.782,-4.832,0.162,0.118,0.0,0.363,0.731,124.303
Gyal You a Party Animal,Charly Black,Gyal You a Party Animal,https://open.spotify.com/track/6bOLRTULQUiXeVnxOIPZVA,j-dance,0.591,0.843,-5.196,0.148,0.0305,0.0,0.297,0.836,134.325
TICTAC,CAPSULE,L.D.K. Lounge Designers Killer,https://open.spotify.com/track/3M1RQSSxQiZs8fooz4Qo0y,j-dance,0.801,0.673,-7.258,0.0579,0.738,0.106,0.251,0.592,164.687
Go Down Deh (feat. Shaggy and Sean Paul),Spice,10,https://open.spotify.com/track/58dGRQrNmAJeRMFuguUbvD,j-dance,0.801,0.764,-5.112,0.0986,0.109,1.62e-05,0.247,0.578,89.999
Fever,Vybz Kartel,King Of The Dancehall,https://open.spotify.com/track/0btB1fHGwvipD4IUmyh1vL,j-dance,0.891,0.62,-7.463,0.244,0.139,1.61e-05,0.0805,0.404,98.094
Gimme Chocolate!!,BABYMETAL,BABYMETAL,https://open.spotify.com/track/16D5bGymrzpi9ZlnYXB5ql,j-idol,0.616,0.985,-1.596,0.0825,0.000282,0.000144,0.111,0.44,109.978
Plastic Love,Mariya Takeuchi,Expressions,https://open.spotify.com/track/7rU6Iebxzlvqy5t857bKFq,j-idol,0.648,0.875,-5.141,0.034,0.0747,9.64e-05,0.196,0.857,102.517
Headbangeeeeerrrrr!!!!!,BABYMETAL,BABYMETAL,https://open.spotify.com/track/7zuuWZo0MyOdG3VHg1Mgml,j-idol,0.371,0.985,-1.759,0.142,7.67e-05,0.0611,0.103,0.275,185.009
METALI!! - feat. Tom Morello,BABYMETAL,METALI!! (feat. Tom Morello),https://open.spotify.com/track/3PNuq4zUgDMTqdBuGeg50m,j-idol,0.631,0.988,-2.501,0.166,0.0108,0.0184,0.0798,0.408,99.943
Megitsune,BABYMETAL,BABYMETAL,https://open.spotify.com/track/4pUNH4rWiabtBxj2UiGCKN,j-idol,0.441,0.969,-3.281,0.157,2.89e-05,0.731,0.841,0.397,142.046
PA PA YA!!,BABYMETAL,METAL GALAXY,https://open.spotify.com/track/43hAWgANUMvybp1zDBMrRf,j-idol,0.521,0.989,-0.755,0.157,0.00285,0.00116,0.346,0.432,158.036
BxMxC,BABYMETAL,BxMxC,https://open.spotify.com/track/2HEM4wcGP2nFT1Z2i6jtvo,j-idol,0.397,0.921,-3.372,0.0763,0.000241,0.00167,0.348,0.215,112.606
KARATE,BABYMETAL,METAL RESISTANCE,https://open.spotify.com/track/2A4wfplwsIXUUD3UVirWDd,j-idol,0.381,0.982,-2.865,0.271,0.00071,0.172,0.36,0.23,179.924
Monochrome,BABYMETAL,THE OTHER ONE,https://open.spotify.com/track/73SsGfqjQv6oUxDaC9w8es,j-idol,0.393,0.905,-4.382,0.0801,0.000633,0.000137,0.339,0.273,174.986
PONPONPON,Kyary Pamyu Pamyu,ぱみゅぱみゅレボリューション,https://open.spotify.com/track/1c6C2wg7PRbPBRRUaEvheC,j-idol,0.634,0.988,-0.201,0.043,0.0469,0.000684,0.495,0.91,128.022
Trap Queen,Fetty Wap,Fetty Wap (Deluxe),https://open.spotify.com/track/2d8JP84HNLKhmd6IYOoupQ,j-pop,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075
アイドル,YOASOBI,アイドル,https://open.spotify.com/track/7ovUcF5uHTBRzUpB6ZOmvt,j-pop,0.574,0.935,-2.783,0.0926,0.112,1.07e-06,0.367,0.836,166.008
Shinunoga E-Wa,Fujii Kaze,HELP EVER HURT NEVER,https://open.spotify.com/track/0o9zmvc5f3EFApU52PPIyW,j-pop,0.6,0.76,-6.124,0.0452,0.166,4.09e-05,0.189,0.519,158.078
KICK BACK,Kenshi Yonezu,KICK BACK,https://open.spotify.com/track/3khEEPRyBeOUabbmOPJzAG,j-pop,0.577,0.941,-5.17,0.105,0.00207,3.36e-06,0.0891,0.292,101.921
679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),https://open.spotify.com/track/5NQbUaeTEOGdD6hHcre0dZ,j-pop,0.618,0.717,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05
SPECIALZ,King Gnu,SPECIALZ,https://open.spotify.com/track/0GWNtMohuYUEHVZ40tcnHF,j-pop,0.566,0.85,-4.431,0.0599,0.0663,0.0,0.319,0.722,117.048
Don't Know Why,Norah Jones,Come Away With Me (Super Deluxe Edition),https://open.spotify.com/track/1zNXF2svmdlNxfS5XeNUgr,j-pop,0.745,0.219,-11.216,0.0276,0.851,1.8e-05,0.0678,0.635,88.609
Feeling Good,Michael Bublé,It's Time,https://open.spotify.com/track/3I09LQbHS3NSU46Ly3tPpR,j-pop,0.535,0.548,-6.51,0.037,0.533,1.48e-06,0.123,0.477,115.144
This Is How We Do It,Montell Jordan,This Is How We Do It,https://open.spotify.com/track/6uQKuonTU8VKBz5SHZuQXD,j-pop,0.799,0.623,-9.374,0.0812,0.0141,0.0,0.43,0.773,103.649
Sway,Michael Bublé,Michael Bublé,https://open.spotify.com/track/2ajUl8lBLAXOXNpG4NEPMz,j-pop,0.713,0.639,-5.529,0.0313,0.753,0.0,0.0878,0.737,125.959
Midnight Rider,Allman Brothers Band,Idlewild South (Deluxe Edition Remastered),https://open.spotify.com/track/1hHGUdFaiJHw9hVZGJWYO2,j-rock,0.585,0.532,-9.673,0.0268,0.209,0.00797,0.227,0.68,94.461
SPECIALZ,King Gnu,SPECIALZ,https://open.spotify.com/track/0GWNtMohuYUEHVZ40tcnHF,j-rock,0.566,0.85,-4.431,0.0599,0.0663,0.0,0.319,0.722,117.048
Hard To Handle,The Black Crowes,Shake Your Money Maker,https://open.spotify.com/track/05NYcsjJwOYq4jIiKPVj9p,j-rock,0.599,0.79,-3.58,0.043,0.00257,0.00181,0.312,0.961,103.783
Son of a Preacher Man,Dusty Springfield,Dusty In Memphis [Deluxe Edition],https://open.spotify.com/track/7odHgoLFi3GQ90E9PeraI3,j-rock,0.401,0.498,-10.682,0.0757,0.394,0.0,0.13,0.816,181.701
The Weight - Remastered 2000,The Band,Music From Big Pink (Remastered),https://open.spotify.com/track/0P7DoyGrr4Wp9w5TotEtUC,j-rock,0.63,0.551,-9.28,0.0549,0.373,5.75e-05,0.103,0.518,143.868
She Talks To Angels,The Black Crowes,Shake Your Money Maker,https://open.spotify.com/track/5NK8jad728pj6YeqM5VJD4,j-rock,0.584,0.521,-5.782,0.0295,0.06,7.56e-05,0.22,0.317,160.058
Beyond the Sea,Bobby Darin,That's All,https://open.spotify.com/track/3KzgdYUlqV6TOG7JCmx2Wg,j-rock,0.521,0.516,-7.456,0.0369,0.723,0.0,0.257,0.569,136.483
Crash into Me,Dave Matthews Band,Crash,https://open.spotify.com/track/1HL3yEnYq8LEyFQ3QegA5V,j-rock,0.541,0.677,-10.764,0.0373,0.122,0.0191,0.0938,0.555,101.1
Send Me On My Way,Rusted Root,When I Woke,https://open.spotify.com/track/6XK6Zw6JkFsHXzAcMWNiIr,j-rock,0.5,0.704,-8.797,0.0695,0.125,1.79e-05,0.138,0.722,119.463
Run-Around,Blues Traveler,Four,https://open.spotify.com/track/500Tkm3vJmVtdUwdCVxCTb,j-rock,0.629,0.867,-7.307,0.0603,0.0865,0.0,0.126,0.876,151.695
September,"Earth, Wind & Fire",September (sped up + slowed),https://open.spotify.com/track/3kXoKlD84c6OmIcOLfrfEs,jazz,0.674,0.832,-7.892,0.0308,0.146,5.06e-06,0.138,0.981,125.996
(Sittin' On) the Dock of the Bay,Otis Redding,The Dock of the Bay (Mono),https://open.spotify.com/track/3zBhihYUHBmGd2bcQIobrF,jazz,0.769,0.367,-11.226,0.0312,0.684,1.62e-05,0.081,0.535,103.621
At Last,Etta James,At Last!,https://open.spotify.com/track/4Hhv2vrOTy89HFRcjU3QOx,jazz,0.274,0.348,-8.631,0.0293,0.547,0.0133,0.334,0.328,87.43
Let's Groove,"Earth, Wind & Fire",Raise!,https://open.spotify.com/track/3koCCeSaVUyrRo3N2gHrd8,jazz,0.869,0.648,-8.698,0.0633,0.121,2.17e-05,0.126,0.9,125.035
Don't Know Why,Norah Jones,Come Away With Me (Super Deluxe Edition),https://open.spotify.com/track/1zNXF2svmdlNxfS5XeNUgr,jazz,0.745,0.219,-11.216,0.0276,0.851,1.8e-05,0.0678,0.635,88.609
September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",https://open.spotify.com/track/2grjqo0Frpf2okIBiifQKs,jazz,0.697,0.832,-7.264,0.0298,0.168,0.00131,0.269,0.979,125.926
Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",Anthology,https://open.spotify.com/track/1ko2lVN0vKGUl9zrU0qSlT,jazz,0.749,0.497,-12.609,0.105,0.41,0.0499,0.0504,0.585,95.818
I'd Rather Go Blind,Etta James,Tell Mama,https://open.spotify.com/track/1kPBT8S2wJFNAyBMnGVZgL,jazz,0.477,0.433,-6.473,0.0247,0.689,0.000195,0.151,0.611,82.52
What A Wonderful World,Louis Armstrong,What A Wonderful World,https://open.spotify.com/track/29U7stRjqHU6rMiS8BfaI9,jazz,0.271,0.165,-20.652,0.0351,0.729,1.6e-06,0.118,0.203,77.082
Son of a Preacher Man,Dusty Springfield,Dusty In Memphis [Deluxe Edition],https://open.spotify.com/track/7odHgoLFi3GQ90E9PeraI3,jazz,0.401,0.498,-10.682,0.0757,0.394,0.0,0.13,0.816,181.701
Seven (feat. Latto) (Explicit Ver.),Jung Kook,Seven (feat. Latto),https://open.spotify.com/track/7x9aauaA9cu6tyfpHnqDLo,k-pop,0.802,0.832,-4.107,0.0434,0.311,0.0,0.0815,0.89,124.997
3D (feat. Jack Harlow),Jung Kook,3D (feat. Jack Harlow),https://open.spotify.com/track/6ehWdR7cGDXnT7aKEASJxE,k-pop,0.853,0.824,-3.287,0.103,0.0322,0.0,0.0859,0.888,108.044
Like Crazy,Jimin,FACE,https://open.spotify.com/track/3Ua0m0YmEjrMi9XErKcNiR,k-pop,0.629,0.733,-5.445,0.0419,0.0025,0.0,0.357,0.362,120.001
Super Shy,NewJeans,NewJeans 'Super Shy',https://open.spotify.com/track/5sdQOyqq2IDhvmx2lHOpwd,k-pop,0.776,0.817,-6.018,0.0748,0.18,3.44e-05,0.146,0.515,149.921
Like Crazy,Jimin,Like Crazy (Remixes),https://open.spotify.com/track/58BWnoFDNaeM0vwA0K3fqb,k-pop,0.629,0.733,-5.445,0.0419,0.0025,0.0,0.357,0.362,120.001
Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,https://open.spotify.com/track/7FbrGaHYVDmfr7KoLIZnQ7,k-pop,0.783,0.592,-8.332,0.0331,0.435,4.15e-06,0.347,0.726,120.018
ETA,NewJeans,NewJeans 2nd EP 'Get Up',https://open.spotify.com/track/56v8WEnGzLByGsDAXDiv4d,k-pop,0.812,0.749,-6.389,0.0397,0.108,0.0,0.0599,0.841,134.971
Like Crazy (English Version),Jimin,FACE,https://open.spotify.com/track/0u8rZGtXJrLtiSe34FPjGG,k-pop,0.623,0.755,-5.386,0.0415,0.00306,0.0,0.387,0.32,119.957
OMG,NewJeans,NewJeans 'OMG',https://open.spotify.com/track/65FftemJ1DbbZ45DUfHJXE,k-pop,0.804,0.771,-4.067,0.0433,0.357,3.07e-06,0.108,0.739,126.956
Seven (feat. Latto) (Clean Ver.),Jung Kook,Seven (feat. Latto),https://open.spotify.com/track/5Avril3IZ26DPVFHbJX8o6,k-pop,0.776,0.831,-3.975,0.0457,0.316,0.0,0.0688,0.891,124.986
Cupid Shuffle,Cupid,Time for a Change,https://open.spotify.com/track/07Tx168RSsUS1HqkDIOZbH,kids,0.785,0.582,-4.877,0.237,0.191,0.0,0.2,0.861,71.774
Baby Shark Breakbeat,Dede Sabunge,Baby Shark Breakbeat,https://open.spotify.com/track/5dplq6kgm3l0BGtBI5YzoU,kids,0.72,0.822,-9.809,0.133,0.096,0.455,0.36,0.88,131.736
Get Yo Body Movin',Koo Koo,Whoopty Whoop,https://open.spotify.com/track/7GizF53H6JpwNWIEsZRuWC,kids,0.823,0.576,-7.225,0.0907,0.0292,0.000109,0.0465,0.943,131.97
Pop See Ko,Koo Koo,"Cafetorium Songs, Vol. 1",https://open.spotify.com/track/6gwhF3t8taMbjpklXAgwMN,kids,0.901,0.76,-12.316,0.84,0.298,0.0,0.966,0.638,134.021
Casper Cha-Cha Slide (Live Platinum Band),Casper & Col'ta,The Slide Album,https://open.spotify.com/track/0AaEbPXWdeiW6MbW80Eibj,kids,0.978,0.71,-5.131,0.214,0.00145,0.000135,0.298,0.455,122.02
All I Eat Is Pizza,Koo Koo,Whoopty Whoop,https://open.spotify.com/track/7LGN2GZWO52C2rfP3LZRVX,kids,0.803,0.845,-5.384,0.073,0.0394,0.0,0.0659,0.865,104.036
Dinosaur Stomp,Koo Koo,Rad-Trospective,https://open.spotify.com/track/6ypvDexHoPYmCX1sQkR0Zw,kids,0.786,0.67,-4.907,0.132,0.0327,0.0,0.525,0.526,121.058
I Love My Life,Super Siah,I Love My Life,https://open.spotify.com/track/2B3EtzAgWYKIv5RYdCFPFb,kids,0.896,0.468,-5.481,0.313,0.0905,0.0,0.11,0.392,147.097
Freeze Dance,BeatBo,Fisher-Price BeatBo,https://open.spotify.com/track/1R77CxppnheFfIGNgQ9NF8,kids,0.8,0.887,-3.419,0.293,0.276,5.48e-06,0.345,0.487,135.034
Flex,Cupid,Flex,https://open.spotify.com/track/6HPkWajn8320iMa9RIP3st,kids,0.658,0.674,-5.911,0.0585,0.0207,0.0,0.0495,0.751,60.514
MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/4MjDJD8cW7iVeWInc2Bdyj,latin,0.787,0.621,-5.009,0.068,0.15,0.000402,0.58,0.13,139.056
LALA,Myke Towers,LA VIDA ES UNA,https://open.spotify.com/track/7ABLbnD53cQK00mhcaOUVG,latin,0.708,0.737,-4.045,0.0436,0.0739,0.00162,0.0955,0.607,91.986
FINA,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/3nNmRE0DxHC6ZaKkrpUumS,latin,0.847,0.724,-5.41,0.298,0.0869,1.11e-06,0.118,0.396,94.601
UN PREVIEW,Bad Bunny,UN PREVIEW,https://open.spotify.com/track/63ui2w3QJBp8xx0c1MJB2Z,latin,0.786,0.814,-3.318,0.0873,0.0383,3.67e-05,0.22,0.365,95.084
PERRO NEGRO,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/7iQXYTyuG13aoeHxGG28Nh,latin,0.911,0.778,-2.248,0.262,0.0887,2.16e-05,0.179,0.345,96.057
QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),https://open.spotify.com/track/5RqSsdzTNPX1uzkmlHCFvK,latin,0.841,0.738,-7.455,0.307,0.52,0.0,0.0892,0.484,169.918
HIBIKI,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/4qSEvFGCpde73gqIuq3sho,latin,0.801,0.645,-5.605,0.0706,0.604,0.0,0.118,0.528,119.935
MR. OCTOBER,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/1ODFVLQszq0hCOdZtqV5wq,latin,0.805,0.612,-5.682,0.172,0.188,1.96e-05,0.134,0.425,126.013
Me Porto Bonito,Bad Bunny,Un Verano Sin Ti,https://open.spotify.com/track/6Sq7ltF9Qa7SNFBsV5Cogx,latin,0.911,0.712,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005
NADIE SABE,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/23d8v6tU6lR77pFKsApMtF,latin,0.529,0.711,-5.016,0.0669,0.572,0.0,0.0799,0.582,170.305
MONACO,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/4MjDJD8cW7iVeWInc2Bdyj,latino,0.787,0.621,-5.009,0.068,0.15,0.000402,0.58,0.13,139.056
LALA,Myke Towers,LA VIDA ES UNA,https://open.spotify.com/track/7ABLbnD53cQK00mhcaOUVG,latino,0.708,0.737,-4.045,0.0436,0.0739,0.00162,0.0955,0.607,91.986
FINA,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/3nNmRE0DxHC6ZaKkrpUumS,latino,0.847,0.724,-5.41,0.298,0.0869,1.11e-06,0.118,0.396,94.601
UN PREVIEW,Bad Bunny,UN PREVIEW,https://open.spotify.com/track/63ui2w3QJBp8xx0c1MJB2Z,latino,0.786,0.814,-3.318,0.0873,0.0383,3.67e-05,0.22,0.365,95.084
PERRO NEGRO,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/7iQXYTyuG13aoeHxGG28Nh,latino,0.911,0.778,-2.248,0.262,0.0887,2.16e-05,0.179,0.345,96.057
QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),https://open.spotify.com/track/5RqSsdzTNPX1uzkmlHCFvK,latino,0.841,0.738,-7.455,0.307,0.52,0.0,0.0892,0.484,169.918
HIBIKI,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/4qSEvFGCpde73gqIuq3sho,latino,0.801,0.645,-5.605,0.0706,0.604,0.0,0.118,0.528,119.935
MR. OCTOBER,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/1ODFVLQszq0hCOdZtqV5wq,latino,0.805,0.612,-5.682,0.172,0.188,1.96e-05,0.134,0.425,126.013
Me Porto Bonito,Bad Bunny,Un Verano Sin Ti,https://open.spotify.com/track/6Sq7ltF9Qa7SNFBsV5Cogx,latino,0.911,0.712,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005
NADIE SABE,Bad Bunny,nadie sabe lo que va a pasar mañana,https://open.spotify.com/track/23d8v6tU6lR77pFKsApMtF,latino,0.529,0.711,-5.016,0.0669,0.572,0.0,0.0799,0.582,170.305
Crush,Yuna,Chapters (Deluxe),https://open.spotify.com/track/3Txcx4jhuiTZSvhAL0WaRc,malay,0.678,0.414,-10.144,0.0498,0.366,3.78e-06,0.0885,0.355,130.031
Lullabies - Adventure Club Remix,Yuna,Lullabies,https://open.spotify.com/track/3RJuptH9QoeJWzHd4ZCI0u,malay,0.403,0.698,-5.058,0.0357,0.00171,0.00126,0.256,0.0833,159.869
童話,Michael Wong,十光年精選輯,https://open.spotify.com/track/6NCylXeJcHOI908PjZDFcg,malay,0.54,0.405,-7.295,0.0272,0.768,0.0,0.11,0.309,136.028
慢冷,Fish Leong,我好嗎? - 太陽如常升起,https://open.spotify.com/track/3NNDJfWMGHuNpvHWTImmlW,malay,0.521,0.471,-8.247,0.0317,0.786,0.0,0.105,0.269,92.054
遺憾,Abin Fang,壞人情歌:遺憾,https://open.spotify.com/track/5nQCxF5H1f0XcEWeaRVUED,malay,0.563,0.291,-8.998,0.0311,0.785,1.24e-06,0.111,0.292,112.556
惡作劇,Tangerine Wong,惡作劇之吻,https://open.spotify.com/track/643hRiTY9vzD6P0cWO8UP3,malay,0.684,0.683,-6.374,0.028,0.581,9.52e-06,0.123,0.676,135.978
